patient_id,species,admission_date,final_date,status,found_city,found_state,found_county,new_location,stay_length,admit_year,admit_month
2021-1073,RTHU,2021-09-11,2021-12-10,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",90,2021,9
2021-1074,RTHU,2021-09-11,2021-09-17,R,Banner elk,NC,Avery,"AVERY COUNTY, NC",6,2021,9
2021-1075,HOWA,2021-09-12,2021-09-13,D,Boone,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2021,9
2021-1076,TAST,2021-09-13,2021-12-03,E,Boone,NC,Watauga,"WATAUGA COUNTY, NC",81,2021,9
2021-1077,SCCA,2021-09-13,2021-09-13,DOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1167,YBCU,2021-10-24,2021-10-25,E24,Mills River,NC,Henderson,"HENDERSON COUNTY, NC",1,2021,10
2021-1113,RSHA,2021-09-29,2021-09-29,EOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1078,WTSP,2021-09-15,2021-09-15,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,9
2021-1079,SCCA,2021-09-16,2021-10-14,T,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",28,2021,9
2021-1080,TAST,2021-09-17,2021-09-28,R,Raleigh,NC,Wake,"WAKE COUNTY, NC",11,2021,9
2021-1081,MALL,2021-09-17,2021-10-01,R,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",14,2021,9
2021-1082,BDOW,2021-09-17,2021-09-21,D,Morganton,NC,Burke,"BURKE COUNTY, NC",4,2021,9
2021-1083,SCCA,2021-09-17,2021-10-30,T,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",43,2021,9
2021-1084,RTHU,2021-09-17,2021-09-18,D,Penland,NC,Mitchell,"MITCHELL COUNTY, NC",1,2021,9
2021-1138,TECA,2021-10-08,2023-04-11,Reh,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",550,2021,10
2021-1085,TECA,2021-09-18,2021-09-20,D,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",2,2021,9
2021-1086,ELOB,2021-09-18,2021-09-18,DOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1087,DIVI,2021-09-18,2021-09-26,R,Raleigh,NC,Wake,"WAKE COUNTY, NC",8,2021,9
2021-1088,GHOW,2021-09-18,2021-09-18,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1089,REVI,2021-09-18,2021-09-25,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",7,2021,9
2021-1090,WITU,2021-09-18,2021-09-23,D,Newland,NC,Avery,"AVERY COUNTY, NC",5,2021,9
2021-1091,SCTA,2021-09-18,2021-09-29,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",11,2021,9
2021-1092,TECA,2021-09-19,2021-09-19,D24,Mooresville,NC,Iredell,"IREDELL COUNTY, NC",0,2021,9
2021-1093,TAST,2021-09-20,2021-10-10,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",20,2021,9
2021-1094,CMWA,2021-09-20,2021-09-24,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",4,2021,9
2021-1096,GRGO,2021-09-21,2021-11-23,T,Banner Elk,NC,Avery,"AVERY COUNTY, NC",63,2021,9
2021-1101,ODVI,2021-09-24,2021-09-24,DOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1097,MODO,2021-09-22,2021-09-24,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",2,2021,9
2021-1098,RBGR,2021-09-22,2021-09-25,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2021,9
2021-1104,RTHU,2021-09-24,2021-09-24,D24,Jefferson,NC,Ashe,"ASHE COUNTY, NC",0,2021,9
2021-1099,YBCU,2021-09-22,2021-09-22,DOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1100,EASO,2021-09-23,2021-09-24,E24,,FL,UNKNOWN,OTHER,1,2021,9
2021-1112,TAST,2021-09-29,2021-09-30,E24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,9
2021-1102,HOSP,2021-09-24,2022-03-01,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",158,2021,9
2021-1103,SCTA,2021-09-24,2021-10-10,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",16,2021,9
2021-1105,TEWA,2021-09-24,2021-09-26,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",2,2021,9
2021-1106,GLVO,2021-09-25,2021-11-08,R,Newland,NC,Avery,"AVERY COUNTY, NC",44,2021,9
2021-1107,MUDU,2021-09-25,2021-09-25,EOA,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2021,9
2021-1108,YBCU,2021-09-27,2021-10-10,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",13,2021,9
2021-1110,SCCA,2021-09-28,2021-09-28,E24,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2021,9
2021-1111,NOCA,2021-09-29,2021-09-29,D24,Hudson,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,9
2021-1115,RODO,2021-09-30,2021-10-01,E24,Taylosville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2021,9
2021-1116,BAEA,2021-09-30,2021-10-06,T,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",6,2021,9
2021-1117,AMGO,2021-10-01,2021-10-01,T,Granite Falls,NC,Caldwell,"CALDWELL COUNTY, NC",0,2021,10
2021-1118,FICR,2021-10-01,2021-12-07,E,High Pointe,NC,UNKNOWN,"UNKNOWN COUNTY, NC",67,2021,10
2021-1119,SYFL,2021-10-01,2021-10-08,E,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",7,2021,10
2021-1126,DIVI,2021-10-04,2021-10-04,E24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,10
2021-1121,NAIN,2021-10-02,2021-10-03,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,10
2021-1122,NAIN,2021-10-02,2021-10-03,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,10
2021-1123,NAIN,2021-10-02,2021-10-03,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,10
2021-1124,NAIN,2021-10-02,2021-10-03,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,10
2021-1125,SYFL,2021-10-02,2021-10-02,EOA,Jonas Ridge,NC,Burke,"BURKE COUNTY, NC",0,2021,10
2021-1127,GLVO,2021-10-05,2021-10-06,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2021,10
2021-1128,HOFI,2021-10-05,2021-10-27,R,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",22,2021,10
2021-1129,EASO,2021-10-05,2021-10-07,D,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",2,2021,10
2021-1130,BDOW,2021-10-05,2021-10-06,D24,Barnardsville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2021,10
2021-1131,TAST,2021-10-06,2021-10-06,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2021,10
2021-1132,NOFL,2021-10-06,2021-10-07,D24,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",1,2021,10
2021-1133,TECA,2021-10-06,2022-06-01,R,Roan Mountain,TN,UNKNOWN,TN,238,2021,10
2021-1150,LATR,2021-10-13,2023-04-11,PR,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",545,2021,10
2021-1134,CAWR,2021-10-07,2021-10-11,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",4,2021,10
2021-1135,EUST,2021-10-07,2021-11-17,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",41,2021,10
2021-1136,BLVU,2021-10-07,2021-10-07,DOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,10
2021-1137,OSPR,2021-10-07,2021-11-09,R,Wilsons Creek,NC,UNKNOWN,"UNKNOWN COUNTY, NC",33,2021,10
2021-1139,TECA,2021-10-08,2022-09-16,R,Morganton,NC,Burke,"BURKE COUNTY, NC",343,2021,10
2021-1140,EASO,2021-10-08,2021-10-08,D24,Deep Gap,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,10
2021-1141,TAST,2021-10-08,2021-10-08,D24,West Jefferson,NC,Ashe,"ASHE COUNTY, NC",0,2021,10
2022-0214,BDOW,2022-04-29,2022-04-29,DOA,Morganton,NC,Burke,"BURKE COUNTY, NC",0,2022,4
2021-1142,COYE,2021-10-08,2021-10-09,D,Ferguson,NC,Wilkes,"WILKES COUNTY, NC",1,2021,10
2021-1143,EABL,2021-10-08,2021-10-08,EOA,Ferguson,NC,Wilkes,"WILKES COUNTY, NC",0,2021,10
2021-1144,TAHU,2021-10-08,2021-10-08,EOA,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2021,10
2021-1224,EASO,2021-12-10,2022-01-30,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",51,2021,12
2021-1145,TECA,2021-10-09,2021-10-11,D,Gallax,VA,UNKNOWN,VA,2,2021,10
2021-1146,GHOW,2021-10-09,2021-10-13,D,Chimney Rock,NC,Rutherford,"RUTHERFORD COUNTY, NC",4,2021,10
2021-1147,SCCA,2021-10-09,2021-10-22,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",13,2021,10
2021-1148,BDOW,2021-10-11,2021-10-11,E24,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",0,2021,10
2021-1149,SCCA,2021-10-11,2021-10-11,DOA,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,10
2021-1151,LACA,2021-10-13,2023-04-11,PR,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",545,2021,10
2021-1152,PBGR,2021-10-13,2021-10-14,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,10
2021-1153,DIVI,2021-10-13,2021-10-15,E,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",2,2021,10
2021-1225,NOCA,2021-12-11,2021-12-13,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2021,12
2021-1156,TAST,2021-10-18,2021-10-25,E,Banner Elk,NC,Avery,"AVERY COUNTY, NC",7,2021,10
2021-1157,DIVI,2021-10-19,2021-11-08,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",20,2021,10
2021-1158,PELE,2021-10-19,2021-11-09,R,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",21,2021,10
2021-1159,MODO,2021-10-20,2021-11-17,R,Hickory,NC,Catawba,"CATAWBA COUNTY, NC",28,2021,10
2021-1160,THSI,2021-10-20,2021-10-20,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2021,10
2021-1161,AMGO,2021-10-21,2021-11-13,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",23,2021,10
2021-1162,AMGO,2021-10-21,2021-11-13,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",23,2021,10
2021-1163,RODO,2021-10-21,2021-12-30,R,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",70,2021,10
2021-1164,TAHU,2021-10-22,2021-10-23,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,10
2021-1165,WBNU,2021-10-22,2021-10-22,D24,Candler,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2021,10
2021-1166,PBGR,2021-10-23,2021-10-23,R,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,10
2021-1168,GBHE,2021-10-25,2021-10-28,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2021,10
2021-1169,RTHA,2021-10-26,2022-10-29,R,Morganton,NC,Burke,"BURKE COUNTY, NC",368,2021,10
2021-1170,MODO,2021-10-26,2021-11-17,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",22,2021,10
2021-1171,BCCH,2021-10-27,2021-11-13,R,Land Harbor,NC,UNKNOWN,"UNKNOWN COUNTY, NC",17,2021,10
2021-1172,AMCR,2021-10-28,2021-10-29,D24,Sylva,NC,Jackson,"JACKSON COUNTY, NC",1,2021,10
2021-1173,YBSA,2021-10-29,2021-11-07,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",9,2021,10
2021-1174,SCAQ,2021-10-29,2021-10-29,DOA,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2021,10
2021-1175,SYFL,2021-10-30,2021-11-10,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",11,2021,10
2021-1176,TAST,2021-10-31,2021-10-31,DOA,Jefferson,NC,Ashe,"ASHE COUNTY, NC",0,2021,10
2021-1191,RODO,2021-11-10,2021-12-30,R,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",50,2021,11
2021-1177,HOFI,2021-11-01,2021-11-24,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",23,2021,11
2021-1178,EASO,2021-11-01,2021-12-17,R,West Jefferson,NC,Ashe,"ASHE COUNTY, NC",46,2021,11
2021-1179,RBWO,2021-11-01,2021-11-01,EOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,11
2021-1180,PELE,2021-11-01,2021-11-01,E24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2021,11
2021-1181,EABL,2021-11-02,2022-05-16,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",195,2021,11
2021-1182,LYRU,2021-11-02,2022-05-25,E,Newport,NC,Carteret,"CARTERET COUNTY, NC",204,2021,11
2021-1183,EABL,2021-11-04,2021-11-05,E24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2021,11
2021-1184,RODO,2021-11-05,2021-11-24,R,Jonas Ridge,NC,Burke,"BURKE COUNTY, NC",19,2021,11
2021-1185,EASO,2021-11-05,2022-01-12,R,Deep Gap,NC,Watauga,"WATAUGA COUNTY, NC",68,2021,11
2021-1186,RTHA,2021-11-05,2021-11-07,D,N. Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",2,2021,11
2021-1187,DEJU,2021-11-06,2021-11-09,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",3,2021,11
2021-1188,RTHA,2021-11-07,2021-12-17,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",40,2021,11
2021-1189,RTHA,2021-11-09,2021-11-09,E24,Brevard,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",0,2021,11
2021-1190,MUMU,2021-11-09,2021-11-09,E24,Deep Gap,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,11
2021-1192,SOSP,2021-11-10,2021-11-11,D24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2021,11
2021-1193,MALL,2021-11-12,2021-11-12,DOA,Foscoe,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,11
2021-1194,RBWO,2021-11-14,2021-12-12,R,Brevard,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",28,2021,11
2021-1195,EASO,2021-11-14,2021-11-25,D,Brevard,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",11,2021,11
2021-1196,EASO,2021-11-14,2021-11-15,E24,Cashiers,NC,Jackson,"JACKSON COUNTY, NC",1,2021,11
2021-1197,BDOW,2021-11-15,2022-02-20,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",97,2021,11
2021-1198,DIVI,2021-11-17,2022-07-14,E,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",239,2021,11
2021-1199,DIVI,2021-11-18,2021-12-03,R,Morganton,NC,Burke,"BURKE COUNTY, NC",15,2021,11
2021-1200,CAGO,2021-11-19,2021-11-23,T,Swannanoa,NC,Buncombe,"BUNCOMBE COUNTY, NC",4,2021,11
2021-1201,AMCO,2021-11-19,2021-11-22,E,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",3,2021,11
2021-1202,EASO,2021-11-19,2022-01-11,R,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",53,2021,11
2022-0006,RTHA,2022-01-12,2022-01-14,T,Kingsport,TN,UNKNOWN,TN,2,2022,1
2022-0001,MUDU,2022-01-01,2022-01-01,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2022,1
2021-1203,SCCA,2021-10-21,2021-10-21,DOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2021,10
2021-1204,DIVI,2021-11-22,2021-12-03,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",11,2021,11
2021-1205,NOFL,2021-11-23,2021-12-09,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",16,2021,11
2021-1206,TAST,2021-11-24,2021-11-25,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2021,11
2021-1207,EASO,2021-11-26,2021-12-03,E,Banner Elk,NC,Avery,"AVERY COUNTY, NC",7,2021,11
2021-1208,MODO,2021-11-30,2021-12-14,E,zionville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",14,2021,11
2021-1209,BDOW,2021-11-29,2021-11-29,DOA,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,11
2021-1210,SCCA,2021-11-29,2021-11-29,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2021,11
2021-1212,EATO,2021-11-30,2021-12-08,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",8,2021,11
2021-1213,BDOW,2021-12-02,2021-12-12,D,Butler,TN,UNKNOWN,TN,10,2021,12
2021-1214,EASO,2021-12-02,2021-12-04,D,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",2,2021,12
2021-1215,MAWA,2021-12-03,2022-01-10,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",38,2021,12
2021-1216,HOFI,2021-12-04,2021-12-27,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",23,2021,12
2021-1217,DIVI,2021-12-05,2021-12-13,E,Sugar Grove,NC,Watauga,"WATAUGA COUNTY, NC",8,2021,12
2021-1218,EASO,2021-12-06,2021-12-10,E,Morganton,NC,Burke,"BURKE COUNTY, NC",4,2021,12
2021-1219,EASO,2021-12-06,2021-12-30,R,Morganton,NC,Burke,"BURKE COUNTY, NC",24,2021,12
2021-1220,BDOW,2021-12-07,2021-12-20,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2021,12
2021-1221,PEDU,2021-12-07,2022-02-23,R,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",78,2021,12
2021-1222,RTHA,2021-12-08,2021-12-08,EOA,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2021,12
2021-1223,EASO,2021-12-08,2021-12-10,E,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",2,2021,12
2021-1226,HAWO,2021-12-11,2022-01-14,R,Hendersonville,NC,Haywood,"HAYWOOD COUNTY, NC",34,2021,12
2021-1227,EASO,2021-12-11,2022-01-13,R,Hot Springs,NC,Madison,"MADISON COUNTY, NC",33,2021,12
2021-1228,NOCA,2021-12-14,2021-12-17,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2021,12
2021-1229,TECA,2021-12-14,2022-05-27,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",164,2021,12
2021-1230,RTHA,2021-12-16,2021-12-16,EOA,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",0,2021,12
2021-1231,DIVI,2021-12-17,2021-12-17,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2021,12
2021-1232,GHOW,2021-12-19,2022-02-11,R,Bakersville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",54,2021,12
2021-1234,EASO,2021-12-21,2022-01-13,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",23,2021,12
2021-1235,EASO,2021-12-21,2022-01-24,E,Banner Elk,NC,Avery,"AVERY COUNTY, NC",34,2021,12
2021-1236,PELE,2021-12-22,2021-12-23,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2021,12
2021-1237,EASO,2021-12-23,2022-02-20,R,Deep Gap,NC,Wilkes,"WILKES COUNTY, NC",59,2021,12
2021-1238,GHOW,2021-12-24,2021-12-25,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2021,12
2021-1239,EASO,2021-12-28,2022-01-10,E,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",13,2021,12
2021-1240,SCCA,2021-12-28,2021-12-29,D24,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",1,2021,12
2021-1241,CEWA,2021-12-29,2022-02-01,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",34,2021,12
2021-1242,CEWA,2021-12-29,2022-04-22,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",114,2021,12
2021-1243,DIVI,2021-12-30,2021-12-30,D24,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2021,12
2021-1244,GBHE,2021-12-30,2021-12-31,D24,Winston-Salem,NC,Forsyth,"FORSYTH COUNTY, NC",1,2021,12
2021-1245,EASO,2021-12-30,2022-04-29,E,Todd,NC,Ashe,"ASHE COUNTY, NC",120,2021,12
2022-0002,BDOW,2022-01-02,2022-01-04,E,Buladeen,TN,UNKNOWN,TN,2,2022,1
2022-0003,EASO,2022-01-05,2022-01-20,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",15,2022,1
2022-0004,EASO,2022-01-08,2022-02-09,R,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",32,2022,1
2022-0005,HAWO,2022-01-09,2022-01-10,D24,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",1,2022,1
2022-0007,AMGO,2022-01-12,2022-01-21,E,Kannapolis,NC,Cabarrus,"CABARRUS COUNTY, NC",9,2022,1
2022-0008,EASO,2022-01-14,2022-02-09,R,Linville,NC,Avery,"AVERY COUNTY, NC",26,2022,1
2022-0009,SYFL,2022-01-14,2022-01-20,E,Boone,NC,Watauga,"WATAUGA COUNTY, NC",6,2022,1
2022-0010,GHOW,2022-01-21,2022-04-22,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",91,2022,1
2022-0011,BDOW,2022-01-26,2022-02-07,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",12,2022,1
2022-0012,BDOW,2022-01-29,2022-03-03,R,Zionville,NC,Watauga,"WATAUGA COUNTY, NC",33,2022,1
2022-0013,YBSA,2022-01-29,2022-02-01,D,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",3,2022,1
2022-1120,OVEN,2022-09-29,2022-09-30,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2022,9
2022-0017,NOCA,2022-02-02,2022-02-28,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",26,2022,2
2022-0014,BDOW,2022-01-31,2022-02-20,R,Valle Crucis,NC,Watauga,"WATAUGA COUNTY, NC",20,2022,1
2022-0015,GLVO,2022-01-31,2022-01-31,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2022,1
2022-0016,SYFL,2022-01-31,2022-02-02,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",2,2022,1
2022-0018,NOCA,2022-02-02,2022-04-01,R,Morganton,NC,Burke,"BURKE COUNTY, NC",58,2022,2
2022-0019,EASO,2022-02-02,2022-03-18,R,Rutherfordton,NC,Rutherford,"RUTHERFORD COUNTY, NC",44,2022,2
2022-0020,EASO,2022-02-02,2022-03-18,R,Woodfin,NC,Buncombe,"BUNCOMBE COUNTY, NC",44,2022,2
2022-0021,EASO,2022-02-03,2022-02-20,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",17,2022,2
2022-0024,BAEA,2022-02-08,2022-02-11,E,Franklin,NC,Macon,"MACON COUNTY, NC",3,2022,2
2022-0022,EASO,2022-02-04,2022-03-07,R,Fletcher,NC,Henderson,"HENDERSON COUNTY, NC",31,2022,2
2022-0023,SYFL,2022-02-07,2022-02-11,E,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",4,2022,2
2022-0025,BDOW,2022-02-09,2022-02-09,E24,Lincolnton,NC,Lincoln,"LINCOLN COUNTY, NC",0,2022,2
2022-0026,DIVI,2022-02-09,2022-03-01,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",20,2022,2
2022-0027,SCCA,2022-02-09,2022-02-09,T,Beech Mountain,NC,Avery,"AVERY COUNTY, NC",0,2022,2
2022-0028,EASO,2022-02-09,2022-03-24,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",43,2022,2
2022-0035,DIVI,2022-02-14,2022-06-17,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",123,2022,2
2022-0029,RTHA,2022-02-10,2022-02-11,E24,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",1,2022,2
2022-0032,GHOW,2022-02-11,2022-02-14,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",3,2022,2
2022-0030,TUTI,2022-02-10,2022-04-01,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",50,2022,2
2022-0031,NOCA,2022-02-10,2022-02-28,R,Mills River,NC,Henderson,"HENDERSON COUNTY, NC",18,2022,2
2022-0033,RTHA,2022-02-11,2022-02-11,E24,Sylvia,NC,Jackson,"JACKSON COUNTY, NC",0,2022,2
2022-0034,GHOW,2022-02-11,2022-02-12,D,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",1,2022,2
2022-0036,EASO,2022-02-14,2022-02-16,E,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",2,2022,2
2022-0037,EASO,2022-02-14,2022-03-07,R,weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",21,2022,2
2022-0038,BDOW,2022-02-14,2022-02-16,E,sapphire,NC,UNKNOWN,"UNKNOWN COUNTY, NC",2,2022,2
2022-0039,SCCA,2022-02-15,2022-02-16,D24,Hudson,NC,Caldwell,"CALDWELL COUNTY, NC",1,2022,2
2022-0040,EASO,2022-02-16,2022-02-25,E,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",9,2022,2
2022-0042,NOCA,2022-02-19,2022-02-28,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",9,2022,2
2022-0043,RTHA,2022-02-21,2022-02-21,EOA,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",0,2022,2
2022-0044,BDOW,2022-02-21,2022-02-23,E,Connelly Springs,NC,Burke,"BURKE COUNTY, NC",2,2022,2
2022-0045,SYFL,2022-02-21,2022-03-02,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",9,2022,2
2022-0046,RTHA,2022-02-21,2022-02-21,EOA,Lawndale,NC,Cleveland,"CLEVELAND COUNTY, NC",0,2022,2
2022-0047,EASO,2022-02-24,2022-03-28,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",32,2022,2
2022-0048,RTHA,2022-02-26,2022-02-27,D,Mills River,NC,Henderson,"HENDERSON COUNTY, NC",1,2022,2
2022-0049,TUVU,2022-02-26,2022-02-28,E,AVL,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2022,2
2022-0050,SCCA,2022-02-27,2022-05-06,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",68,2022,2
2022-0051,NOCA,2022-02-28,2022-04-01,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",32,2022,2
2022-0052,MODO,2022-02-28,2022-04-29,E,Mills River,NC,Henderson,"HENDERSON COUNTY, NC",60,2022,2
2022-0053,SCCA,2022-03-01,2022-05-30,R,Roan Mtn,TN,UNKNOWN,TN,90,2022,3
